product_id,name,category,brand,price,description,specifications,features,rating,stock_count
513,Asus Zenbook 14 OLED,Laptop,Asus,267906,Advanced laptop designed for daily use with exceptional performance and modern features.,"Display: 16.7-inch QHD, Storage: 512GB SSD, RAM: 32GB, Processor: Intel i9","Fingerprint reader, Thunderbolt, Wi-Fi 6, Long battery life, Backlit keyboard, Lightweight",3.9,91
514,Lenovo Legion Pro 7i Gen 8,Laptop,Lenovo,187113,Cutting-edge laptop designed for daily use with exceptional performance and modern features.,"Display: 15.0-inch FHD, Storage: 1TB SSD, RAM: 32GB, Processor: Intel i5","Dedicated graphics, Touch screen, USB-C, Wi-Fi 6, SSD storage",4.5,30
515,Samsung Galaxy Z Flip 5,Smartphone,Samsung,208008,Powerful smartphone designed for content creation with exceptional performance and modern features.,"Display: 9.7-inch OLED, Storage: 64GB, RAM: 8GB, Battery: 3760mAh","Fast charging, High refresh rate, Multiple cameras, Wireless charging, 5G, AMOLED display",4.9,43
516,Realme GT 2 Pro,Smartphone,Realme,223301,Powerful smartphone designed for entertainment with exceptional performance and modern features.,"Display: 10.5-inch Retina, Storage: 64GB, RAM: 4GB, Battery: 5407mAh","5G, Water resistant, Fast charging, Fingerprint",4.8,16
517,Lenovo Legion Pro 7i Gen 8,Laptop,Lenovo,189956,Premium laptop designed for gaming with exceptional performance and modern features.,"Display: 16.3-inch 2K, Storage: 512GB SSD, RAM: 8GB, Processor: Intel i5","USB-C, Fingerprint reader, Dedicated graphics, Wi-Fi 6, Lightweight",4.4,85
518,Razer Blade 16,Laptop,Razer,32196,Premium laptop designed for entertainment with exceptional performance and modern features.,"Display: 15.1-inch 2K, Storage: 1TB SSD, RAM: 32GB, Processor: AMD Ryzen 9","Thunderbolt, Long battery life, Wi-Fi 6, Dedicated graphics, Touch screen, Backlit keyboard",4.4,60
519,Tecno Phantom V Fold,Smartphone,Tecno,273569,High-performance smartphone designed for business with exceptional performance and modern features.,"Display: 10.7-inch AMOLED, Storage: 64GB, RAM: 12GB, Battery: 5348mAh","Water resistant, 5G, Wireless charging, High refresh rate",3.6,61
520,Dell Inspiron 15,Laptop,Dell,175880,Innovative laptop designed for creativity with exceptional performance and modern features.,"Display: 14.5-inch 2K, Storage: 512GB SSD, RAM: 8GB, Processor: Intel i7","Lightweight, Long battery life, Backlit keyboard, Fingerprint reader",4.5,95
521,Apple MacBook Air (M2),Laptop,Apple,245635,Premium laptop designed for daily use with exceptional performance and modern features.,"Display: 13.9-inch 4K, Storage: 2TB SSD, RAM: 16GB, Processor: M3","Touch screen, Wi-Fi 6, Fingerprint reader, Long battery life, Thunderbolt",4.0,80
522,Asus Zenbook 14 OLED,Laptop,Asus,139989,Reliable laptop designed for gaming with exceptional performance and modern features.,"Display: 13.3-inch FHD, Storage: 256GB SSD, RAM: 16GB, Processor: AMD Ryzen 9","SSD storage, Lightweight, Wi-Fi 6",4.3,47
523,HP Envy 16,Laptop,HP,153167,High-performance laptop designed for creativity with exceptional performance and modern features.,"Display: 15.7-inch 2K, Storage: 1TB SSD, RAM: 8GB, Processor: Intel i5","Fingerprint reader, SSD storage, Thunderbolt",3.6,55
524,Samsung Galaxy Book3 Pro 360,Laptop,Samsung,160986,Premium laptop designed for business with exceptional performance and modern features.,"Display: 14.0-inch 4K, Storage: 256GB SSD, RAM: 8GB, Processor: Intel i9","Wi-Fi 6, Lightweight, Fingerprint reader, Long battery life, Thunderbolt",4.0,46
525,Microsoft Surface Pro 9,Laptop,Microsoft,119342,Sleek laptop designed for productivity with exceptional performance and modern features.,"Display: 14.3-inch 4K, Storage: 512GB SSD, RAM: 16GB, Processor: Intel i7","USB-C, Dedicated graphics, SSD storage, Lightweight, Thunderbolt, Touch screen",3.8,66
526,Lenovo Legion Pro 7i Gen 8,Laptop,Lenovo,230896,Powerful laptop designed for entertainment with exceptional performance and modern features.,"Display: 13.7-inch 4K, Storage: 512GB SSD, RAM: 64GB, Processor: Intel i5","Lightweight, USB-C, Backlit keyboard, Dedicated graphics, Touch screen, Fingerprint reader",4.7,62
527,Oppo Reno10 Pro+,Smartphone,Oppo,146936,Professional smartphone designed for business with exceptional performance and modern features.,"Display: 11.7-inch LCD, Storage: 256GB, RAM: 12GB, Battery: 5470mAh","High refresh rate, Wireless charging, AMOLED display, 5G",3.7,100
528,Huawei Mate 50 Pro,Smartphone,Huawei,151650,Powerful smartphone designed for professional work with exceptional performance and modern features.,"Display: 8.1-inch OLED, Storage: 512GB, RAM: 4GB, Battery: 5238mAh","AMOLED display, Multiple cameras, Water resistant, 5G",3.8,49
529,Apple iPhone 15 Pro Max,Smartphone,Apple,245316,Versatile smartphone designed for creativity with exceptional performance and modern features.,"Display: 11.1-inch Retina, Storage: 128GB, RAM: 12GB, Battery: 3807mAh","Wireless charging, Face unlock, Fast charging",4.3,72
530,Honor Magic5 Pro,Smartphone,Honor,262831,Advanced smartphone designed for daily use with exceptional performance and modern features.,"Display: 5.1-inch LCD, Storage: 512GB, RAM: 8GB, Battery: 5476mAh","5G, Multiple cameras, Wireless charging, Fingerprint, AMOLED display, AI photography",4.5,34
531,Dell Precision 5680,Laptop,Dell,170225,High-performance laptop designed for productivity with exceptional performance and modern features.,"Display: 13.0-inch 2K, Storage: 512GB SSD, RAM: 32GB, Processor: Intel i5","USB-C, Lightweight, Backlit keyboard",4.6,6
532,Google Pixel 6a,Smartphone,Google,30943,Premium smartphone designed for creativity with exceptional performance and modern features.,"Display: 6.8-inch LCD, Storage: 256GB, RAM: 16GB, Battery: 5938mAh","Fingerprint, High refresh rate, 5G, Face unlock, Fast charging",3.5,59
533,Oppo Reno10 Pro+,Smartphone,Oppo,206789,Advanced smartphone designed for daily use with exceptional performance and modern features.,"Display: 12.6-inch OLED, Storage: 1TB, RAM: 6GB, Battery: 3246mAh","Wireless charging, Fast charging, Fingerprint, High refresh rate, AMOLED display",4.8,49
534,Tecno Phantom V Fold,Smartphone,Tecno,69461,Innovative smartphone designed for entertainment with exceptional performance and modern features.,"Display: 12.9-inch OLED, Storage: 512GB, RAM: 16GB, Battery: 4687mAh","Face unlock, AMOLED display, Multiple cameras",3.6,68
535,Lava Agni 2,Smartphone,Lava,23300,Premium smartphone designed for gaming with exceptional performance and modern features.,"Display: 11.0-inch OLED, Storage: 128GB, RAM: 12GB, Battery: 3693mAh","Water resistant, Fingerprint, Multiple cameras, Wireless charging",4.3,49
536,Nothing Phone (2),Smartphone,Nothing,63074,Professional smartphone designed for daily use with exceptional performance and modern features.,"Display: 6.5-inch AMOLED, Storage: 128GB, RAM: 12GB, Battery: 5259mAh","Fast charging, Wireless charging, High refresh rate, AMOLED display",4.4,27
537,Vivo V29 Pro,Smartphone,Vivo,143112,Professional smartphone designed for daily use with exceptional performance and modern features.,"Display: 9.2-inch LCD, Storage: 64GB, RAM: 8GB, Battery: 4252mAh","Wireless charging, AI photography, Fingerprint, Face unlock, Fast charging, Water resistant",4.9,20
538,OnePlus 12,Smartphone,OnePlus,291070,Reliable smartphone designed for content creation with exceptional performance and modern features.,"Display: 10.3-inch Retina, Storage: 256GB, RAM: 12GB, Battery: 3098mAh","5G, AI photography, Fast charging, Multiple cameras, Face unlock, Water resistant",3.9,98
539,HP Envy 16,Laptop,HP,238187,Sleek laptop designed for content creation with exceptional performance and modern features.,"Display: 15.0-inch 4K, Storage: 1TB SSD, RAM: 32GB, Processor: M2","Thunderbolt, Dedicated graphics, Long battery life, SSD storage",4.2,98
540,Oppo Find X7 Ultra,Smartphone,Oppo,103156,Sleek smartphone designed for professional work with exceptional performance and modern features.,"Display: 5.6-inch Retina, Storage: 128GB, RAM: 4GB, Battery: 3114mAh","Face unlock, Water resistant, Wireless charging, Fingerprint",3.8,70
541,Samsung Galaxy Book3 Pro 360,Laptop,Samsung,299115,Innovative laptop designed for business with exceptional performance and modern features.,"Display: 17.1-inch 2K, Storage: 1TB SSD, RAM: 16GB, Processor: AMD Ryzen 7","Backlit keyboard, USB-C, Touch screen",3.6,66
542,Sony Xperia 1 V,Smartphone,Sony,99732,Cutting-edge smartphone designed for entertainment with exceptional performance and modern features.,"Display: 12.6-inch AMOLED, Storage: 1TB, RAM: 4GB, Battery: 3660mAh","Fast charging, AI photography, Wireless charging, Fingerprint, Face unlock",4.2,92
543,Xiaomi Redmi Note 13 Pro+,Smartphone,Xiaomi,69125,Reliable smartphone designed for content creation with exceptional performance and modern features.,"Display: 8.8-inch OLED, Storage: 128GB, RAM: 16GB, Battery: 3680mAh","AI photography, Face unlock, Fingerprint",4.8,41
544,Dell XPS 13 Plus,Laptop,Dell,176862,Advanced laptop designed for content creation with exceptional performance and modern features.,"Display: 15.1-inch FHD, Storage: 2TB SSD, RAM: 16GB, Processor: Intel i7","Backlit keyboard, Fingerprint reader, USB-C, SSD storage, Lightweight, Wi-Fi 6",3.8,48
545,Vivo V29 Pro,Smartphone,Vivo,167450,Cutting-edge smartphone designed for productivity with exceptional performance and modern features.,"Display: 6.2-inch OLED, Storage: 512GB, RAM: 6GB, Battery: 4610mAh","Water resistant, AMOLED display, Wireless charging, AI photography, High refresh rate, Fast charging",4.5,55
546,Gigabyte Aero 16 OLED,Laptop,Gigabyte,149623,Advanced laptop designed for daily use with exceptional performance and modern features.,"Display: 13.9-inch QHD, Storage: 1TB SSD, RAM: 64GB, Processor: Intel i7","Fingerprint reader, Long battery life, SSD storage, Thunderbolt",3.6,93
547,Nothing Phone (2),Smartphone,Nothing,229575,Professional smartphone designed for creativity with exceptional performance and modern features.,"Display: 10.3-inch LCD, Storage: 256GB, RAM: 8GB, Battery: 3276mAh","Multiple cameras, Wireless charging, Face unlock, Fast charging, AI photography, 5G",3.8,27
548,Gigabyte Aero 16 OLED,Laptop,Gigabyte,281731,Premium laptop designed for entertainment with exceptional performance and modern features.,"Display: 14.3-inch 2K, Storage: 1TB SSD, RAM: 16GB, Processor: M2","Wi-Fi 6, Fingerprint reader, Long battery life, Thunderbolt, Lightweight, Touch screen",4.2,70
549,Acer Predator Helios 16,Laptop,Acer,244893,Professional laptop designed for creativity with exceptional performance and modern features.,"Display: 15.7-inch 2K, Storage: 1TB SSD, RAM: 64GB, Processor: M2","Fingerprint reader, USB-C, Backlit keyboard",4.8,12
550,Lenovo ThinkBook 16p Gen 4,Laptop,Lenovo,55720,Powerful laptop designed for productivity with exceptional performance and modern features.,"Display: 16.0-inch FHD, Storage: 2TB SSD, RAM: 32GB, Processor: AMD Ryzen 7","Wi-Fi 6, Dedicated graphics, Touch screen",3.7,14
551,Oppo Find X7 Ultra,Smartphone,Oppo,279929,Powerful smartphone designed for content creation with exceptional performance and modern features.,"Display: 9.7-inch OLED, Storage: 64GB, RAM: 8GB, Battery: 3760mAh","Fast charging, High refresh rate, Multiple cameras, Wireless charging, 5G, AMOLED display",4.8,47
552,Xiaomi Redmi Note 13 Pro+,Smartphone,Xiaomi,35492,Powerful smartphone designed for content creation with exceptional performance and modern features.,"Display: 6.9-inch LCD, Storage: 512GB, RAM: 16GB, Battery: 5149mAh","Fingerprint, Multiple cameras, Water resistant, High refresh rate, AMOLED display",4.5,78
553,Oppo Find X7 Ultra,Smartphone,Oppo,113453,Versatile smartphone designed for creativity with exceptional performance and modern features.,"Display: 5.0-inch OLED, Storage: 256GB, RAM: 16GB, Battery: 3307mAh","AI photography, Wireless charging, Fingerprint, Face unlock, AMOLED display, High refresh rate",4.2,71
554,Samsung Galaxy S23 FE,Smartphone,Samsung,287961,Powerful smartphone designed for daily use with exceptional performance and modern features.,"Display: 6.8-inch AMOLED, Storage: 512GB, RAM: 8GB, Battery: 5095mAh","Fingerprint, Water resistant, Face unlock",3.9,8
555,Google Pixel 6a,Smartphone,Google,183775,Powerful smartphone designed for entertainment with exceptional performance and modern features.,"Display: 12.8-inch LCD, Storage: 256GB, RAM: 4GB, Battery: 3275mAh","Fast charging, Water resistant, Fingerprint, AMOLED display, Multiple cameras, 5G",4.8,33
556,Google Pixel 6a,Smartphone,Google,27012,Premium smartphone designed for productivity with exceptional performance and modern features.,"Display: 10.2-inch OLED, Storage: 64GB, RAM: 6GB, Battery: 4234mAh","AI photography, Fingerprint, Face unlock, Water resistant, 5G, High refresh rate",4.7,31
557,Sony Xperia 5 V,Smartphone,Sony,42680,High-performance smartphone designed for business with exceptional performance and modern features.,"Display: 5.2-inch OLED, Storage: 256GB, RAM: 16GB, Battery: 4340mAh","Fast charging, Face unlock, Wireless charging, High refresh rate, AI photography",4.8,53
558,Lenovo ThinkPad X1 Carbon Gen 11,Laptop,Lenovo,161484,Powerful laptop designed for productivity with exceptional performance and modern features.,"Display: 16.0-inch FHD, Storage: 2TB SSD, RAM: 32GB, Processor: AMD Ryzen 7","Wi-Fi 6, Dedicated graphics, Touch screen",4.7,28
559,Acer Swift Go 14,Laptop,Acer,37698,Powerful laptop designed for creativity with exceptional performance and modern features.,"Display: 16.9-inch FHD, Storage: 1TB SSD, RAM: 64GB, Processor: M3","SSD storage, Long battery life, Lightweight, USB-C, Fingerprint reader",4.4,31
560,Lenovo ThinkBook 16p Gen 4,Laptop,Lenovo,116962,Innovative laptop designed for productivity with exceptional performance and modern features.,"Display: 14.0-inch 4K, Storage: 512GB SSD, RAM: 16GB, Processor: Intel i7","Long battery life, SSD storage, Fingerprint reader",4.8,19
561,Apple MacBook Air (M2),Laptop,Apple,224421,High-performance laptop designed for professional work with exceptional performance and modern features.,"Display: 13.6-inch 4K, Storage: 512GB SSD, RAM: 32GB, Processor: Intel i9","Fingerprint reader, Touch screen, Backlit keyboard",4.7,98
562,Asus Zenbook 14 OLED,Laptop,Asus,265271,Sleek laptop designed for daily use with exceptional performance and modern features.,"Display: 13.2-inch QHD, Storage: 256GB SSD, RAM: 16GB, Processor: M3","Long battery life, USB-C, SSD storage, Backlit keyboard",3.7,92
563,LG Gram 17 (2023),Laptop,LG,143726,Reliable laptop designed for professional work with exceptional performance and modern features.,"Display: 15.7-inch 4K, Storage: 512GB SSD, RAM: 32GB, Processor: M1","Wi-Fi 6, USB-C, Long battery life, SSD storage, Backlit keyboard, Lightweight",3.5,87
564,Realme Narzo 60 Pro,Smartphone,Realme,28930,Powerful smartphone designed for entertainment with exceptional performance and modern features.,"Display: 12.8-inch LCD, Storage: 256GB, RAM: 4GB, Battery: 3275mAh","Fast charging, Water resistant, Fingerprint, AMOLED display, Multiple cameras, 5G",4.8,19
565,Dell XPS 13 Plus,Laptop,Dell,44923,Cutting-edge laptop designed for daily use with exceptional performance and modern features.,"Display: 16.8-inch QHD, Storage: 256GB SSD, RAM: 8GB, Processor: AMD Ryzen 9","Touch screen, Lightweight, Backlit keyboard, Thunderbolt, SSD storage",4.0,21
566,Infinix GT 10 Pro,Smartphone,Infinix,214341,Premium smartphone designed for creativity with exceptional performance and modern features.,"Display: 6.8-inch LCD, Storage: 256GB, RAM: 16GB, Battery: 5938mAh","Fingerprint, High refresh rate, 5G, Face unlock, Fast charging",3.8,23
567,Microsoft Surface Laptop Go 3,Laptop,Microsoft,78329,Sleek laptop designed for entertainment with exceptional performance and modern features.,"Display: 13.3-inch 2K, Storage: 256GB SSD, RAM: 64GB, Processor: M3","Backlit keyboard, USB-C, Touch screen",4.9,50
568,Poco F5 Pro,Smartphone,Poco,102773,High-performance smartphone designed for content creation with exceptional performance and modern features.,"Display: 7.7-inch Retina, Storage: 256GB, RAM: 12GB, Battery: 4407mAh","Face unlock, AI photography, Fast charging, Wireless charging, Multiple cameras",3.7,86
569,Apple MacBook Pro 16-inch (M2 Max),Laptop,Apple,15644,Professional laptop designed for professional work with exceptional performance and modern features.,"Display: 17.2-inch 2K, Storage: 1TB SSD, RAM: 8GB, Processor: M3","Touch screen, Backlit keyboard, Thunderbolt, Lightweight",4.4,16
570,Oppo Reno10 Pro+,Smartphone,Oppo,50762,Sleek smartphone designed for entertainment with exceptional performance and modern features.,"Display: 8.8-inch Retina, Storage: 512GB, RAM: 6GB, Battery: 4077mAh","5G, Fingerprint, Water resistant",4.3,31
571,Nokia G42,Smartphone,Nokia,123889,Innovative smartphone designed for content creation with exceptional performance and modern features.,"Display: 10.7-inch Retina, Storage: 128GB, RAM: 8GB, Battery: 3377mAh","AI photography, Wireless charging, Water resistant",3.8,14
572,Lenovo ThinkBook 16p Gen 4,Laptop,Lenovo,173296,Sleek laptop designed for entertainment with exceptional performance and modern features.,"Display: 13.3-inch 2K, Storage: 256GB SSD, RAM: 64GB, Processor: M3","Backlit keyboard, USB-C, Touch screen",4.9,73
573,Motorola Edge+ (2023),Smartphone,Motorola,49583,Premium smartphone designed for productivity with exceptional performance and modern features.,"Display: 11.6-inch Retina, Storage: 128GB, RAM: 12GB, Battery: 4604mAh","Face unlock, Fast charging, Multiple cameras",5.0,18
574,Dell XPS 15 (2023),Laptop,Dell,152107,Powerful laptop designed for creativity with exceptional performance and modern features.,"Display: 14.3-inch FHD, Storage: 1TB SSD, RAM: 64GB, Processor: M2","Lightweight, Long battery life, Fingerprint reader, Backlit keyboard, Dedicated graphics",4.6,12
575,Asus Vivobook S 15 OLED,Laptop,Asus,114787,Advanced laptop designed for professional work with exceptional performance and modern features.,"Display: 17.1-inch 2K, Storage: 512GB SSD, RAM: 32GB, Processor: Intel i9","Fingerprint reader, SSD storage, Touch screen, USB-C, Lightweight",4.7,52
576,Sony Xperia 1 V,Smartphone,Sony,23019,Innovative smartphone designed for creativity with exceptional performance and modern features.,"Display: 11.6-inch Retina, Storage: 64GB, RAM: 12GB, Battery: 3859mAh","5G, High refresh rate, Fingerprint, Face unlock, AMOLED display, Multiple cameras",4.9,44
577,Panasonic Toughbook 40,Laptop,Panasonic,53256,Advanced laptop designed for professional work with exceptional performance and modern features.,"Display: 17.1-inch 2K, Storage: 512GB SSD, RAM: 32GB, Processor: Intel i9","Fingerprint reader, SSD storage, Touch screen, USB-C, Lightweight",4.7,37
578,Lenovo ThinkPad X1 Carbon Gen 11,Laptop,Lenovo,98423,Premium laptop designed for gaming with exceptional performance and modern features.,"Display: 16.8-inch FHD, Storage: 512GB SSD, RAM: 64GB, Processor: Intel i7","Fingerprint reader, Long battery life, Touch screen, SSD storage, Lightweight",3.7,45
579,HP Pavilion Aero 13,Laptop,HP,70780,Reliable laptop designed for gaming with exceptional performance and modern features.,"Display: 16.9-inch FHD, Storage: 2TB SSD, RAM: 32GB, Processor: Intel i5","Dedicated graphics, Thunderbolt, SSD storage",4.8,11
580,Huawei P60 Pro,Smartphone,Huawei,16891,Sleek smartphone designed for professional work with exceptional performance and modern features.,"Display: 5.6-inch Retina, Storage: 128GB, RAM: 4GB, Battery: 3114mAh","Face unlock, Water resistant, Wireless charging, Fingerprint",4.3,17
581,LG Gram 17 (2023),Laptop,LG,255226,Versatile laptop designed for content creation with exceptional performance and modern features.,"Display: 15.2-inch 2K, Storage: 1TB SSD, RAM: 16GB, Processor: M3","Long battery life, Touch screen, Thunderbolt",4.8,50
582,Acer Swift Edge 16,Laptop,Acer,279948,Reliable laptop designed for entertainment with exceptional performance and modern features.,"Display: 14.9-inch 4K, Storage: 256GB SSD, RAM: 8GB, Processor: M2","SSD storage, Touch screen, Fingerprint reader, Thunderbolt, USB-C, Wi-Fi 6",4.0,45
583,Apple iPhone 15,Smartphone,Apple,127794,Reliable smartphone designed for creativity with exceptional performance and modern features.,"Display: 11.1-inch LCD, Storage: 256GB, RAM: 4GB, Battery: 3073mAh","Wireless charging, 5G, Fast charging, Face unlock, Fingerprint, High refresh rate",4.1,45
584,Apple iPhone SE (2022),Smartphone,Apple,206319,Advanced smartphone designed for business with exceptional performance and modern features.,"Display: 10.6-inch Retina, Storage: 256GB, RAM: 4GB, Battery: 4369mAh","Face unlock, Multiple cameras, Water resistant",4.0,97
585,Huawei Mate 50 Pro,Smartphone,Huawei,199382,Innovative smartphone designed for content creation with exceptional performance and modern features.,"Display: 9.8-inch AMOLED, Storage: 256GB, RAM: 6GB, Battery: 4973mAh","Fingerprint, AI photography, Fast charging, AMOLED display, Wireless charging",4.9,42
586,Razer Blade 16,Laptop,Razer,226608,Premium laptop designed for creativity with exceptional performance and modern features.,"Display: 17.2-inch FHD, Storage: 256GB SSD, RAM: 16GB, Processor: M2","SSD storage, Dedicated graphics, Touch screen, Long battery life",3.7,61
587,Asus ProArt Studiobook 16 OLED,Laptop,Asus,50114,Premium laptop designed for creativity with exceptional performance and modern features.,"Display: 16.7-inch QHD, Storage: 256GB SSD, RAM: 8GB, Processor: AMD Ryzen 5","Long battery life, Wi-Fi 6, Fingerprint reader, Touch screen",4.0,66
588,Samsung Galaxy Z Fold 5,Smartphone,Samsung,242890,Innovative smartphone designed for productivity with exceptional performance and modern features.,"Display: 8.4-inch OLED, Storage: 1TB, RAM: 12GB, Battery: 3692mAh","Multiple cameras, Water resistant, Face unlock",3.5,27
589,Google Pixel 6a,Smartphone,Google,116738,Innovative smartphone designed for productivity with exceptional performance and modern features.,"Display: 8.4-inch OLED, Storage: 1TB, RAM: 12GB, Battery: 3692mAh","Multiple cameras, Water resistant, Face unlock",4.6,88
590,OnePlus 11R,Smartphone,OnePlus,240388,Powerful smartphone designed for content creation with exceptional performance and modern features.,"Display: 10.9-inch LCD, Storage: 256GB, RAM: 12GB, Battery: 4882mAh","Fast charging, Fingerprint, Multiple cameras",4.2,16
591,HP Envy 16,Laptop,HP,210573,Powerful laptop designed for daily use with exceptional performance and modern features.,"Display: 16.1-inch 2K, Storage: 1TB SSD, RAM: 8GB, Processor: M3","Fingerprint reader, USB-C, Lightweight, Backlit keyboard",4.2,63
592,Vivo V29 Pro,Smartphone,Vivo,134704,Premium smartphone designed for creativity with exceptional performance and modern features.,"Display: 12.3-inch AMOLED, Storage: 64GB, RAM: 12GB, Battery: 4064mAh","Wireless charging, Fingerprint, Fast charging, AI photography, Face unlock, AMOLED display",4.4,59
593,HP Envy 16,Laptop,HP,166245,Innovative laptop designed for business with exceptional performance and modern features.,"Display: 13.7-inch QHD, Storage: 1TB SSD, RAM: 8GB, Processor: AMD Ryzen 5","USB-C, Dedicated graphics, Thunderbolt, Long battery life, Touch screen",4.9,13
594,OnePlus 12,Smartphone,OnePlus,70248,Versatile smartphone designed for content creation with exceptional performance and modern features.,"Display: 9.2-inch OLED, Storage: 512GB, RAM: 8GB, Battery: 3488mAh","5G, Fingerprint, AI photography",4.1,66
595,OnePlus 11R,Smartphone,OnePlus,111336,Sleek smartphone designed for professional work with exceptional performance and modern features.,"Display: 7.9-inch LCD, Storage: 256GB, RAM: 6GB, Battery: 5951mAh","Wireless charging, Water resistant, Fast charging, AMOLED display, AI photography, High refresh rate",3.6,53
596,Oppo F23 Pro,Smartphone,Oppo,128615,Powerful smartphone designed for business with exceptional performance and modern features.,"Display: 12.2-inch LCD, Storage: 1TB, RAM: 4GB, Battery: 4661mAh","Wireless charging, AI photography, Face unlock",4.1,56
597,Acer Swift Edge 16,Laptop,Acer,168771,High-performance laptop designed for daily use with exceptional performance and modern features.,"Display: 17.0-inch FHD, Storage: 512GB SSD, RAM: 32GB, Processor: M1","Backlit keyboard, Wi-Fi 6, Lightweight, USB-C, Long battery life",4.0,87
598,Honor 90,Smartphone,Honor,66480,Powerful smartphone designed for professional work with exceptional performance and modern features.,"Display: 8.1-inch OLED, Storage: 512GB, RAM: 4GB, Battery: 5238mAh","AMOLED display, Multiple cameras, Water resistant, 5G",4.3,52
599,Oppo Find X7 Ultra,Smartphone,Oppo,110907,Versatile smartphone designed for creativity with exceptional performance and modern features.,"Display: 5.0-inch OLED, Storage: 256GB, RAM: 16GB, Battery: 3307mAh","AI photography, Wireless charging, Fingerprint, Face unlock, AMOLED display, High refresh rate",4.3,81
600,Razer Blade 16,Laptop,Razer,260856,Innovative laptop designed for business with exceptional performance and modern features.,"Display: 13.8-inch 4K, Storage: 256GB SSD, RAM: 16GB, Processor: M2","SSD storage, Lightweight, USB-C, Touch screen, Backlit keyboard, Thunderbolt",4.5,60
601,Xiaomi Redmi Note 13 Pro+,Smartphone,Xiaomi,40926,High-performance smartphone designed for business with exceptional performance and modern features.,"Display: 11.8-inch AMOLED, Storage: 256GB, RAM: 6GB, Battery: 3445mAh","Wireless charging, Fingerprint, AMOLED display, Multiple cameras",3.6,17
602,Asus ROG Phone 8 Pro,Smartphone,Asus,278201,Professional smartphone designed for creativity with exceptional performance and modern features.,"Display: 7.5-inch LCD, Storage: 64GB, RAM: 16GB, Battery: 3098mAh","Face unlock, Wireless charging, 5G, High refresh rate, Fast charging, Water resistant",4.4,73
603,Dell Alienware m18,Laptop,Dell,194611,Cutting-edge laptop designed for productivity with exceptional performance and modern features.,"Display: 15.2-inch QHD, Storage: 256GB SSD, RAM: 8GB, Processor: Intel i5","Wi-Fi 6, USB-C, Dedicated graphics, Lightweight, Touch screen",4.2,21
604,Microsoft Surface Pro 9,Laptop,Microsoft,18404,High-performance laptop designed for entertainment with exceptional performance and modern features.,"Display: 13.2-inch 4K, Storage: 2TB SSD, RAM: 8GB, Processor: Intel i7","Wi-Fi 6, Touch screen, SSD storage, USB-C, Dedicated graphics",4.2,89
605,Xiaomi 14 Ultra,Smartphone,Xiaomi,42031,High-performance smartphone designed for creativity with exceptional performance and modern features.,"Display: 12.4-inch AMOLED, Storage: 1TB, RAM: 8GB, Battery: 3939mAh","Fast charging, Multiple cameras, Water resistant, Wireless charging, Fingerprint, AMOLED display",4.5,73
606,OnePlus 11R,Smartphone,OnePlus,37520,Cutting-edge smartphone designed for productivity with exceptional performance and modern features.,"Display: 6.1-inch LCD, Storage: 512GB, RAM: 8GB, Battery: 5191mAh","Water resistant, Fast charging, 5G, Multiple cameras, AMOLED display",3.7,33
607,Google Pixel 7a,Smartphone,Google,53112,Powerful smartphone designed for productivity with exceptional performance and modern features.,"Display: 9.4-inch AMOLED, Storage: 256GB, RAM: 8GB, Battery: 4948mAh","Multiple cameras, Wireless charging, Face unlock, Fingerprint",4.7,11
608,Moto G84,Smartphone,Moto,73992,Professional smartphone designed for professional work with exceptional performance and modern features.,"Display: 6.9-inch Retina, Storage: 512GB, RAM: 4GB, Battery: 5975mAh","High refresh rate, Wireless charging, Multiple cameras, Water resistant, Fast charging",3.6,76
609,Vivo X100 Pro,Smartphone,Vivo,258434,Versatile smartphone designed for professional work with exceptional performance and modern features.,"Display: 7.7-inch AMOLED, Storage: 64GB, RAM: 6GB, Battery: 3138mAh","Wireless charging, Fingerprint, High refresh rate",4.9,77
610,Nothing Phone (2),Smartphone,Nothing,132341,High-performance smartphone designed for content creation with exceptional performance and modern features.,"Display: 7.7-inch Retina, Storage: 256GB, RAM: 12GB, Battery: 4407mAh","Face unlock, AI photography, Fast charging, Wireless charging, Multiple cameras",4.9,34
611,Sony Xperia 5 V,Smartphone,Sony,204663,Powerful smartphone designed for content creation with exceptional performance and modern features.,"Display: 6.9-inch LCD, Storage: 512GB, RAM: 16GB, Battery: 5149mAh","Fingerprint, Multiple cameras, Water resistant, High refresh rate, AMOLED display",4.7,64
612,OnePlus 12,Smartphone,OnePlus,246674,Innovative smartphone designed for business with exceptional performance and modern features.,"Display: 6.2-inch AMOLED, Storage: 1TB, RAM: 12GB, Battery: 4377mAh","Fingerprint, Water resistant, Wireless charging, Face unlock",5.0,75
613,Apple iPhone 15,Smartphone,Apple,209309,Versatile smartphone designed for professional work with exceptional performance and modern features.,"Display: 7.4-inch LCD, Storage: 256GB, RAM: 16GB, Battery: 3757mAh","Wireless charging, Fast charging, Water resistant, AI photography, Multiple cameras",4.4,29
614,Apple MacBook Air (M2),Laptop,Apple,80939,Premium laptop designed for gaming with exceptional performance and modern features.,"Display: 16.8-inch FHD, Storage: 512GB SSD, RAM: 64GB, Processor: Intel i7","Fingerprint reader, Long battery life, Touch screen, SSD storage, Lightweight",3.9,86
